client;date;flg_eletricidade_ativo;flg_gas_ativo;flg_easy_ativo;flg_smart_ativo;flg_full_ativo;potencia_contratada;qtd_os_packs;qtd_os_packs_abertas;qtd_os_excl_packs;qtd_os_excl_packs_abertas;qtd_pi;qtd_pi_aberto;qtd_po;qtd_po_aberto;qtd_rec_aberto;eletricidade_yrsrecensy;gas_yrsrecensy;contract_days;escalao_consumo;flg_deb_direto;flg_fatura_eletronica;divida_total;churn_label
2124;01/03/2022;1;1;0;1;0;4.6;8;2;2;0;0;0;14;0;0;3.089;3.081;426;2;0;1;105.98;0
2213;01/01/2021;1;0;0;0;1;10.35;0;0;0;0;0;0;3;0;0;1.71;null;177;null;1;1;0;0
2261;01/07/2021;1;0;0;1;0;5.75;0;0;0;0;0;0;17;0;0;2.038;null;689;null;1;1;47.14;0
2358;01/09/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;2;0;0;1.059;null;358;null;0;0;0;0
2630;01/09/2021;1;0;0;1;0;3.45;2;0;0;0;0;0;3;0;0;1.798;null;656;null;0;0;39.16;0
2689;01/03/2022;0;0;1;0;0;null;0;0;1;0;2;0;15;0;0;2.261;2.124;824;null;0;0;1680.38;1
3007;01/11/2021;1;1;0;1;0;5.75;3;0;0;0;0;0;5;0;0;1.715;1.696;625;2;1;1;0;0
3191;01/02/2021;1;0;0;1;0;6.9;0;0;0;0;0;0;2;0;0;0.871;null;320;null;0;0;108.27;0
3237;01/12/2020;1;1;0;1;0;5.75;1;0;0;0;0;0;4;0;0;0.699;0.43;255;1;1;1;152.63;0
3243;01/12/2021;1;0;1;0;0;6.9;0;0;0;0;0;0;1;0;0;1.688;null;617;null;1;1;4.9;0
3276;01/09/2020;1;1;0;1;0;6.9;0;0;0;0;0;0;6;0;0;0.409;0.28;150;1;0;0;0;0
3304;01/09/2020;1;1;0;1;0;3.45;1;0;0;0;1;0;3;1;0;0.341;0.333;125;1;1;1;37.14;0
3344;01/03/2022;1;0;0;0;1;3.45;2;0;0;0;1;0;4;0;0;1.772;null;644;null;1;1;98.24;0
3372;01/11/2020;1;0;0;0;1;4.6;0;0;0;0;0;0;1;0;0;0.422;null;152;null;0;1;154.61;0
3429;01/10/2021;0;0;0;1;0;null;2;2;0;0;2;0;2;0;0;1.331;null;486;null;1;1;7.9;0
3543;01/03/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;6;0;0;0.68;null;180;null;1;1;0;0
3617;01/09/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;4;0;0;0.129;null;47;null;1;1;0;0
3720;01/02/2021;1;1;0;0;1;3.45;1;1;2;1;3;0;12;1;0;0.145;0.519;189;2;1;1;648.21;0
3732;01/03/2022;1;1;0;0;1;3.45;3;0;0;0;1;0;7;0;0;1.594;1.508;580;2;1;1;65.48;0
3760;01/02/2021;1;1;0;1;0;4.6;1;0;0;0;1;0;12;0;0;0.503;0.454;185;2;1;1;0;0
3806;01/04/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;4;0;0;0.634;null;210;null;1;0;16.4;0
3821;01/11/2020;1;0;0;0;1;6.9;0;0;0;0;0;0;2;0;0;0.212;null;75;null;1;1;23.53;0
3833;01/01/2021;1;1;0;1;0;4.6;1;1;1;0;1;0;6;0;0;0.363;0.371;136;1;1;1;0;0
3922;01/01/2021;1;1;0;1;0;4.6;1;0;0;0;0;0;3;0;0;0.349;0.325;128;1;0;1;54.29;0
3934;01/03/2021;1;1;0;1;0;3.45;2;1;0;0;0;0;3;0;0;0.513;0.489;185;1;0;0;0;0
4021;01/08/2021;0;1;0;0;1;null;2;1;1;0;2;0;9;0;0;0.892;0.839;321;null;1;1;19.9;0
4058;01/11/2021;1;0;0;1;0;6.9;2;2;0;0;0;0;2;0;0;1.124;null;410;null;0;0;35.51;0
4072;01/03/2021;1;0;0;1;0;6.9;1;0;0;0;1;0;7;0;0;0.452;null;163;null;1;1;170.67;0
4327;01/05/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;6;0;0;0.449;null;64;null;1;0;28.05;1
4496;01/07/2021;0;0;0;0;1;null;0;0;0;0;0;0;3;0;0;0.578;null;209;null;1;1;27.8;1
4592;01/11/2021;0;1;0;1;0;null;1;0;0;0;1;0;3;0;0;0.86;0.841;315;null;1;1;0;1
4690;01/12/2021;1;1;0;1;0;5.75;1;0;0;0;0;0;21;0;0;0.89;0.884;327;2;1;1;0;0
4698;01/07/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;3;0;0;0.47;null;169;null;1;1;0;0
4720;01/12/2021;1;0;0;1;0;3.45;2;0;0;0;0;0;3;0;0;0.879;null;320;null;0;0;0;1
4842;01/05/2021;1;1;0;1;0;3.45;0;0;0;0;0;0;3;0;0;0.202;0.185;74;1;1;1;0;0
4849;01/11/2021;1;0;0;0;1;5.75;2;0;0;0;0;0;3;0;0;0.702;null;254;null;0;1;48.36;0
4933;01/01/2022;1;0;0;1;0;3.45;4;1;0;0;0;0;2;0;0;0.796;null;292;null;0;0;174.94;0
4991;01/03/2022;1;0;0;1;0;3.45;3;1;0;0;0;0;1;0;0;0.938;null;109;null;0;0;50.15;0
5002;01/08/2021;1;1;0;0;1;3.45;0;0;0;0;1;0;3;0;0;0.339;0.339;123;2;0;1;189;0
5082;01/03/2022;1;0;0;1;0;4.6;3;2;0;0;0;0;3;0;0;0.868;null;291;null;1;0;49.8;0
5092;01/09/2021;0;0;0;0;1;null;0;0;0;0;1;0;3;0;0;0.349;null;128;null;0;0;79.87;0
5262;01/07/2021;1;0;0;0;1;4.6;2;2;0;0;0;0;2;0;0;0.067;null;24;null;0;1;0;0
5397;01/04/2022;1;0;0;1;0;4.6;4;2;0;0;1;0;3;0;0;0.664;null;242;null;0;0;215.69;0
5418;01/01/2022;1;1;0;1;0;3.45;1;0;1;0;0;0;4;0;0;0.425;0.352;157;1;1;1;45.61;0
5519;01/12/2021;1;0;0;1;0;6.9;4;0;0;0;0;0;2;0;0;0.234;null;85;null;0;1;98.6;0
5685;01/02/2022;1;0;0;1;0;6.9;2;1;0;0;0;0;3;0;0;0.185;null;68;null;1;1;76.49;0
5726;01/03/2022;1;0;0;0;1;3.45;0;0;0;0;0;0;2;0;0;0.207;null;74;null;1;0;0;1
125;01/11/2021;0;0;0;0;1;null;3;1;0;0;0;0;8;0;0;9.285;null;409;null;0;0;0;0
165;01/04/2021;1;0;0;0;1;3.45;2;2;1;0;2;0;8;0;0;8.395;null;126;null;1;1;62.86;0
202;01/07/2021;1;1;0;0;1;13.8;0;0;2;0;0;0;10;0;0;8.546;8.546;632;1;1;1;0;0
320;01/04/2022;1;0;0;1;0;10.35;5;1;0;0;2;0;32;0;1;9.11;null;694;null;1;1;88.15;1
386;01/01/2022;0;0;0;1;0;null;3;0;0;0;0;0;27;0;0;8.605;null;492;null;1;1;23.7;1
407;01/02/2022;1;0;0;1;0;13.8;2;0;0;0;2;0;32;0;0;8.618;null;704;null;1;0;0;0
575;01/07/2021;1;1;0;1;0;6.9;2;2;0;0;2;0;22;0;0;7.465;7.465;42;2;1;1;198.78;0
579;01/03/2021;1;0;0;1;0;10.35;2;2;0;0;1;0;6;0;0;7.129;null;384;null;1;1;0;0
596;01/03/2022;1;0;0;1;0;10.35;4;2;0;0;1;0;8;0;0;8.089;null;294;null;0;0;126.21;0
743;01/10/2021;1;0;0;0;1;6.9;0;0;0;0;1;0;2;0;0;7.261;null;204;null;0;0;0;0
829;01/12/2020;1;0;0;1;0;6.9;0;0;0;0;0;0;3;0;0;6.207;null;42;null;1;0;94.87;0
847;01/10/2021;1;0;0;0;1;3.45;2;0;0;0;2;0;2;0;0;6.995;null;228;null;1;1;30.83;0
868;01/03/2022;1;0;0;1;0;3.45;6;4;0;0;0;0;3;0;0;7.376;null;823;null;1;0;7.9;0
976;01/03/2022;1;0;0;1;0;13.8;4;2;0;0;0;0;5;0;0;7.169;null;316;null;0;1;312.97;0
988;01/03/2022;0;0;0;1;0;null;1;0;0;0;3;0;7;0;0;7.145;0.823;319;null;0;0;23.41;1
991;01/12/2021;1;0;1;0;0;6.9;0;0;0;0;18;0;17;0;0;6.903;null;159;null;1;0;0;0
1169;01/12/2021;1;0;0;0;1;10.35;2;0;0;0;3;0;10;0;0;6.366;null;492;null;1;0;135.45;0
1182;01/08/2021;0;0;0;1;0;null;2;2;0;0;0;0;3;0;0;1.753;null;639;null;1;1;0;0
1400;01/03/2022;1;1;0;0;1;5.75;6;2;0;0;5;0;29;0;0;5.839;5.648;613;2;0;1;201.27;0
1402;01/12/2021;1;0;0;0;1;4.6;2;2;0;0;0;0;2;0;0;5.726;null;562;null;1;1;0;0
1497;01/07/2021;1;1;0;0;1;3.45;0;0;0;0;2;0;11;0;0;4.933;0.898;324;1;1;0;52.91;1
1523;01/06/2021;1;1;0;0;1;6.9;5;0;5;0;2;0;29;0;0;4.753;2.293;498;1;1;1;76.36;0
1548;01/05/2021;1;0;0;1;0;5.75;2;0;0;0;8;0;13;0;0;4.562;null;421;null;0;0;0;0
1628;01/04/2022;1;0;0;0;1;5.75;3;0;1;0;5;0;47;0;0;5.191;null;577;null;1;1;548.85;0
1677;01/04/2022;1;0;0;1;0;4.6;3;3;1;0;10;0;10;0;0;5.024;null;13;null;1;1;0;0
1713;01/03/2021;0;0;0;1;0;null;1;0;0;0;0;0;3;0;0;3.75;null;130;null;1;1;0;0
1819;01/11/2021;1;0;0;1;0;13.8;4;2;0;0;3;0;9;0;0;3.976;null;655;null;1;1;0;0
1882;01/10/2021;1;1;0;0;1;4.6;2;0;15;0;25;0;43;0;0;3.543;3.57;80;2;1;1;689.61;0
1973;01/08/2021;1;0;0;0;1;13.8;2;0;0;0;0;0;21;0;0;3.04;null;65;null;1;0;129.31;0
1995;01/10/2021;1;1;0;1;0;10.35;2;0;1;0;2;0;12;0;0;3.121;2.567;450;3;1;1;288.89;0
2032;01/09/2020;0;0;0;1;0;null;0;0;0;0;1;0;6;0;0;1.906;null;329;null;1;1;73.09;1
2067;01/01/2021;1;0;0;1;0;6.9;0;0;0;0;1;0;3;0;0;2.075;null;276;null;1;1;7.9;0
2102;01/03/2022;1;0;0;0;1;3.45;2;0;4;0;1;0;5;0;0;3.142;null;179;null;0;0;65.56;0
2169;01/04/2021;1;0;0;1;0;3.45;0;0;0;0;0;0;3;0;0;2.032;null;268;null;0;0;65.03;0
2194;01/04/2022;1;0;0;1;0;3.45;7;3;6;0;5;0;9;0;0;2.997;null;857;null;1;1;0;0
2208;01/11/2021;1;0;1;0;0;13.8;0;0;0;0;9;0;16;0;0;2.556;null;488;null;0;1;51.87;0
2239;01/01/2021;1;0;0;0;1;5.75;0;0;0;0;0;0;3;0;0;1.642;null;388;null;0;0;135.83;1
2302;01/05/2021;1;1;0;1;0;6.9;3;0;1;0;5;0;34;0;0;1.809;1.403;514;3;1;1;0;0
2314;01/09/2021;1;1;0;1;0;6.9;2;0;6;0;4;0;44;0;0;2.083;2.056;30;3;1;1;0;0
2436;01/05/2021;1;1;0;1;0;3.45;2;2;3;0;0;0;3;0;0;1.602;1.578;24;1;0;0;19.29;0
2614;01/06/2021;1;1;0;1;0;10.35;2;2;0;0;7;0;20;0;0;1.546;1.516;559;null;0;1;129.31;0
2805;01/12/2021;1;0;0;0;1;6.9;2;2;0;0;2;0;6;0;0;1.898;null;693;null;0;0;51.92;1
2809;01/04/2021;0;0;1;0;0;null;0;0;0;0;2;0;2;0;0;1.263;null;460;null;0;1;63.7;0
2840;01/03/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;4;0;0;2.167;null;788;null;1;1;4.9;1
2941;01/11/2020;0;0;0;0;1;null;0;0;0;0;0;0;2;0;0;0.747;null;271;null;0;1;38.7;1
3001;01/12/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;7;0;0;0.823;null;299;null;1;1;0;0
3188;01/10/2021;1;0;1;0;0;10.35;0;0;0;0;0;0;2;0;0;1.551;null;567;null;0;0;-176.32;0
3253;01/10/2021;1;1;0;0;1;3.45;2;2;0;0;0;0;9;0;0;1.513;0.527;88;1;1;1;46.82;0
3297;01/01/2021;1;0;0;0;1;3.45;0;0;0;0;4;0;16;0;0;0.675;null;223;null;0;1;17.81;0
3389;01/04/2021;1;0;0;0;1;4.6;2;2;0;0;0;0;5;0;0;0.858;null;30;null;0;0;0;0
3425;01/09/2021;1;0;0;0;1;3.45;3;0;0;0;3;0;3;0;0;1.247;null;456;null;0;0;52.4;0
3635;01/02/2021;1;0;1;0;0;5.75;0;0;0;0;0;0;2;0;0;0.565;null;207;null;1;0;0;0
3705;01/12/2020;1;0;1;0;0;17.25;0;0;0;0;0;0;1;0;0;0.36;null;132;null;1;1;5.65;0
3711;01/10/2021;0;0;0;0;1;null;4;2;5;0;11;0;17;0;0;1.164;null;423;null;0;0;2956.03;0
3781;01/11/2020;1;1;0;1;0;4.6;2;0;0;0;1;0;9;0;0;0.239;0.234;86;1;1;1;0;0
3790;01/04/2022;1;0;0;0;1;3.45;4;1;0;0;0;0;3;0;0;1.659;null;605;null;1;0;36.44;0
3802;01/04/2022;1;0;0;1;0;6.9;5;1;0;0;1;0;5;0;0;1.656;null;603;null;0;1;36.38;0
3808;01/05/2021;1;0;0;1;0;3.45;0;0;0;0;3;0;6;0;0;0.737;null;267;null;1;1;7.9;0
3882;01/04/2022;1;0;0;0;1;5.75;5;5;0;0;0;0;17;0;0;1.618;null;144;null;0;1;0;0
3961;01/05/2021;1;0;0;0;1;3.45;2;0;0;0;0;0;11;0;0;0.667;null;101;null;1;1;51.28;0
3965;01/11/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;1;0;0;0.161;null;59;null;0;0;0;1
4006;01/06/2021;1;1;0;0;1;3.45;3;0;3;0;4;0;23;0;0;0.739;0.712;269;1;1;1;49.83;0
4085;01/02/2022;1;0;0;1;0;4.6;5;2;0;0;3;0;4;0;0;1.352;null;493;null;1;1;160.13;0
4121;01/02/2022;1;0;1;0;0;6.9;0;0;0;0;0;0;1;0;0;1.349;null;490;null;1;0;4.9;0
4302;01/05/2021;1;0;0;1;0;3.45;4;3;0;0;2;0;3;0;0;0.441;null;145;null;1;1;59.82;0
4364;01/04/2021;0;0;0;0;1;null;0;0;0;0;1;0;3;0;0;null;null;141;null;0;1;13.89;0
4467;01/03/2021;1;1;0;1;0;3.45;1;0;1;0;1;0;4;0;0;0.266;0.21;96;1;1;1;0;0
4470;01/12/2021;1;0;0;1;0;6.9;3;3;0;0;1;0;7;1;0;1.016;null;369;null;1;0;18.59;1
4483;01/03/2021;1;0;0;1;0;6.9;1;1;0;0;1;0;4;0;0;0.247;null;94;null;1;1;-2.36;0
4512;01/01/2021;1;0;0;1;0;6.9;2;0;0;0;0;0;3;0;0;0.056;null;21;null;0;1;0;0
4549;01/02/2022;1;0;0;0;1;6.9;4;2;1;0;3;0;12;0;0;1.129;null;412;null;1;1;585.62;0
4553;01/03/2022;1;1;0;0;1;6.9;4;2;1;0;0;0;9;0;0;1.218;1.22;377;1;0;0;63.33;0
4634;01/10/2021;1;1;0;0;1;3.45;1;0;2;0;7;0;6;0;0;0.753;0.702;275;1;1;1;0;0
4641;01/09/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;7;0;0;0.656;null;238;null;1;1;133;0
4651;01/09/2021;1;0;0;1;0;13.8;4;2;2;0;4;0;5;0;0;0.651;null;236;null;0;0;1762.04;0
4686;01/10/2021;1;0;0;0;1;5.75;2;2;0;0;0;0;2;0;0;0.728;null;263;null;1;0;13.9;0
4757;01/03/2022;1;0;0;1;0;5.75;4;2;0;0;0;0;16;0;0;1.094;null;397;null;0;1;76.05;0
4773;01/06/2021;1;1;0;1;0;3.45;2;0;1;0;5;0;4;0;0;0.344;0.309;125;1;0;0;0;0
4781;01/07/2021;1;1;0;1;0;10.35;3;2;0;0;1;0;3;0;0;0.411;0.215;148;1;1;1;81.86;0
4863;01/12/2021;1;0;0;0;1;3.45;2;0;0;0;0;0;8;0;0;0.774;null;280;null;1;1;31.42;0
4935;01/07/2021;1;1;0;1;0;3.45;2;0;0;0;1;0;2;0;0;0.298;0.298;109;1;0;1;0;1
4975;01/11/2021;0;0;0;1;0;null;2;0;0;0;3;0;5;0;0;0.616;null;221;null;0;1;-7.34;0
5161;01/09/2021;1;1;0;0;1;3.45;2;0;1;0;1;0;3;0;0;0.317;0.304;118;1;1;0;13.9;0
5227;01/04/2022;1;1;0;0;1;4.6;2;1;0;0;0;0;9;0;0;0.836;0.839;309;1;1;1;62.37;1
5239;01/03/2022;0;0;0;1;0;null;2;0;0;0;0;0;3;0;0;0.75;0.753;273;null;1;1;0;1
5268;01/10/2021;1;0;0;1;0;6.9;2;0;0;0;0;0;1;0;0;0.312;null;113;null;1;1;0;0
5385;01/10/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;1;0;0;0.21;null;77;null;0;0;55.43;0
5409;01/01/2022;1;0;0;0;1;3.45;4;1;0;0;0;0;2;0;0;0.43;null;156;null;0;1;52.2;0
5486;01/12/2021;1;1;0;0;1;5.75;2;0;0;0;0;0;3;0;0;0.269;0.266;98;2;0;0;0;0
5498;01/10/2021;1;1;1;0;0;3.45;0;0;0;0;0;0;2;0;0;0.083;0.04;29;1;1;1;0;0
5542;01/02/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;3;0;0;0.379;null;139;null;1;1;0;0
5556;01/12/2021;1;0;0;1;0;3.45;4;2;0;0;0;0;3;0;0;0.194;null;70;null;0;1;0;0
5599;01/04/2022;1;1;0;1;0;3.45;2;0;2;0;1;0;13;0;0;0.481;0.462;179;2;1;1;0;0
5719;01/02/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;2;0;0;0.126;null;47;null;0;0;0;0
5744;01/04/2022;1;0;1;0;0;6.9;0;0;0;0;0;0;1;0;0;0.258;null;92;null;1;1;0;0
121;01/04/2021;1;0;0;0;1;3.45;0;0;0;0;1;0;6;0;0;8.742;null;120;null;1;1;0;1
170;01/12/2021;1;0;0;1;0;10.35;2;0;0;0;0;0;5;0;0;9.051;null;145;null;1;1;0;0
269;01/01/2022;1;0;0;1;0;5.75;4;2;0;0;2;0;5;0;0;8.944;null;152;null;1;1;7.9;0
332;01/10/2020;1;0;0;0;1;6.9;0;0;0;0;0;0;2;0;0;7.594;null;191;null;1;1;60.48;0
352;01/12/2020;1;0;0;0;1;3.45;2;2;0;0;0;0;1;0;0;7.691;null;1;null;1;0;0;0
395;01/09/2021;1;0;0;1;0;3.45;2;0;0;0;0;0;2;0;0;8.258;null;104;null;0;0;38.77;0
415;01/07/2021;1;1;0;0;1;6.9;1;1;0;0;0;0;22;0;0;8.016;7.96;365;3;1;1;0;0
425;01/08/2021;1;1;0;1;0;10.35;0;0;0;0;0;0;3;0;0;8.054;8.054;341;2;1;1;0;0
443;01/10/2020;1;0;0;1;0;3.45;1;1;0;0;0;0;2;1;0;7.113;null;16;null;1;0;0;0
467;01/07/2021;1;0;0;0;1;10.35;2;2;0;0;0;0;9;0;0;7.772;null;379;null;1;0;0;0
647;01/03/2022;1;0;0;0;1;10.35;4;3;0;0;0;0;6;0;0;7.992;null;872;null;0;0;0;0
710;01/07/2021;1;0;0;1;0;4.6;2;2;0;0;0;0;1;0;0;7.129;null;170;null;1;1;0;0
718;01/04/2021;1;0;0;1;0;3.45;2;2;0;0;3;0;11;0;0;6.839;null;113;null;1;1;7.9;0
722;01/05/2021;1;0;0;1;0;10.35;0;0;0;0;11;0;78;0;0;6.93;null;456;null;0;1;164.25;1
793;01/09/2021;1;1;0;0;1;6.9;3;3;0;0;2;0;22;0;0;7.032;6.933;371;1;0;0;376.86;0
812;01/09/2021;1;0;0;1;0;6.9;2;2;5;1;2;0;19;0;0;7.011;null;644;null;0;0;149.06;0
949;01/09/2021;1;0;0;1;0;20.7;4;0;0;0;0;0;4;0;1;6.707;null;282;null;1;1;28.35;0
1030;01/03/2021;1;0;0;0;1;3.45;0;0;0;0;1;0;5;0;0;6.102;null;272;null;1;1;12.9;0
1062;01/06/2021;1;1;0;0;1;4.6;2;0;0;0;1;0;8;0;0;6.298;6.317;62;1;1;1;0;0
1079;01/08/2021;1;1;0;0;1;10.35;6;0;0;0;14;0;21;0;0;6.387;6.215;650;2;1;1;257.08;0
1080;01/04/2021;1;0;1;0;0;4.6;1;0;0;0;5;0;5;0;0;6.075;null;275;null;0;0;0;0
1173;01/02/2022;1;0;1;0;0;1.15;0;0;0;0;4;0;6;0;0;6.605;null;530;null;0;1;0;0
1271;01/02/2022;1;0;0;0;1;5.75;4;2;22;2;32;0;42;0;0;6.309;null;652;null;0;0;150.04;0
1276;01/08/2021;1;0;0;0;1;3.45;2;0;0;0;0;0;6;0;0;5.755;null;257;null;0;0;37.46;0
1295;01/03/2021;1;0;0;1;0;3.45;0;0;0;0;0;0;6;0;0;5.325;null;7;null;1;1;0;1
1301;01/02/2022;1;0;0;0;1;3.45;2;0;0;0;1;0;4;0;0;6.215;null;392;null;1;0;18.39;1
1305;01/01/2022;1;0;0;1;0;3.45;6;4;3;2;0;0;2;0;0;6.124;null;754;null;0;0;0;0
1492;01/01/2021;1;1;1;0;0;4.6;0;0;0;0;14;0;16;0;0;4.435;4.441;396;2;0;0;208.01;0
1525;01/02/2022;1;0;0;1;0;3.45;5;3;0;0;1;0;3;0;0;5.39;null;371;null;0;0;0;1
1565;01/10/2021;1;1;0;0;1;6.9;1;0;7;2;6;0;17;0;0;4.935;4.933;128;2;1;1;0;0
1711;01/04/2021;1;0;0;1;0;3.45;2;2;0;0;1;0;5;0;0;3.858;null;367;null;0;1;53.7;0
1744;01/05/2021;1;0;0;1;0;6.9;2;2;0;0;0;0;3;0;0;3.798;null;11;null;1;0;1.4;0
1893;01/10/2020;1;0;0;0;1;3.45;0;0;9;0;16;0;21;0;0;2.516;null;260;null;0;0;761.65;0
1925;01/10/2021;1;0;0;0;1;3.45;3;0;2;0;3;0;16;0;0;3.368;null;204;null;1;0;374.4;0
2005;01/03/2021;1;1;0;1;0;6.9;0;0;0;0;1;0;11;0;0;2.503;2.159;350;3;1;1;171.15;0
2170;01/03/2022;1;1;0;0;1;6.9;3;3;6;2;2;0;7;0;0;2.97;2.82;132;1;1;1;14.9;0
2229;01/01/2022;0;0;0;0;1;null;4;1;0;0;0;0;42;0;0;2.667;2.672;269;null;1;1;13.9;0
2284;01/04/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;27;0;0;1.782;null;367;null;1;1;0;0
2369;01/03/2021;0;1;0;1;0;null;0;0;0;0;2;0;8;0;0;1.511;1.532;501;null;0;0;23.7;1
2456;01/04/2021;1;1;0;1;0;4.6;0;0;0;0;0;0;12;0;0;1.47;1.368;184;1;1;0;0;0
2650;01/11/2020;1;1;0;1;0;6.9;1;0;1;0;0;0;3;0;0;0.952;0.946;348;1;1;1;0;0
2661;01/09/2020;0;0;0;1;0;null;0;0;0;0;0;0;4;0;0;0.777;null;271;null;0;1;39.5;0
2682;01/04/2021;1;1;0;1;0;6.9;3;2;0;0;1;0;7;0;0;1.349;1.261;461;1;1;1;87.98;0
2735;01/05/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;1;0;0;1.409;null;513;null;0;0;0;0
2744;01/04/2021;1;0;0;1;0;3.45;2;2;0;0;2;0;2;0;0;1.323;null;483;null;0;0;117.9;0
2754;01/02/2022;1;1;0;1;0;3.45;9;3;1;0;3;0;7;0;0;2.129;1.952;777;1;1;0;52.41;0
2761;01/02/2022;1;1;0;1;0;4.6;5;2;1;1;1;0;4;0;0;2.142;2.137;784;2;1;1;0;0
2806;01/12/2021;1;1;0;1;0;6.9;3;0;1;0;1;0;5;0;0;1.938;1.919;708;1;1;1;97.68;0
2820;01/12/2021;1;1;0;1;0;3.45;4;2;8;0;8;0;22;0;0;1.919;1.605;576;1;1;1;605.92;0
2855;01/09/2020;1;1;0;1;0;4.6;1;0;0;0;0;0;2;0;0;0.656;0.613;236;1;1;1;41.94;0
2954;01/12/2020;1;1;1;0;0;3.45;1;0;1;0;0;0;9;0;0;0.836;0.785;265;1;0;1;0;0
2955;01/01/2022;1;0;0;1;0;3.45;2;0;0;0;0;0;2;0;0;1.906;null;312;null;0;0;0;1
3116;01/02/2021;1;0;0;1;0;6.9;1;0;0;0;0;0;3;0;0;0.93;null;339;null;1;1;0;0
3129;01/04/2021;1;0;0;1;0;4.6;0;0;0;0;3;0;5;0;0;1.078;null;393;null;1;0;0;1
3443;01/01/2022;1;0;0;1;0;6.9;4;2;0;0;0;0;1;0;0;1.562;null;571;null;1;1;7.9;0
3447;01/12/2020;0;1;0;1;0;null;1;0;2;0;0;0;5;0;0;null;0.468;171;1;0;1;0;0
3474;01/04/2021;1;0;1;0;0;3.45;0;0;0;0;1;0;2;0;0;0.804;null;293;null;0;0;7.59;0
3554;01/06/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;3;0;0;0.933;null;340;null;1;0;5.35;0
3559;01/07/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;2;0;0;1.019;null;371;null;0;0;0;0
3610;01/04/2021;1;0;0;1;0;3.45;0;0;0;0;3;0;3;0;0;0.745;null;271;null;0;0;63.78;0
3658;01/04/2022;1;0;0;0;1;6.9;2;0;0;0;1;0;8;0;0;1.723;null;578;null;1;1;16.4;0
3672;01/03/2021;1;1;0;1;0;3.45;0;0;0;0;1;0;2;0;0;0.629;0.624;230;1;0;0;66.99;0
3814;01/03/2022;1;1;0;0;1;3.45;6;1;4;0;5;0;12;0;0;1.532;1.116;553;2;1;1;26.92;0
3843;01/01/2021;1;0;0;0;1;6.9;0;0;0;0;1;0;2;0;0;0.384;null;141;null;0;0;54.69;0
4027;01/10/2020;1;0;1;0;0;4.6;0;0;0;0;0;0;2;0;0;0.062;null;22;null;1;1;0;0
4057;01/11/2020;1;0;0;1;0;4.6;0;0;0;0;0;0;2;0;0;0.129;null;47;null;0;1;0;0
4068;01/02/2022;1;1;0;1;0;5.75;4;2;0;0;4;0;9;0;0;1.341;1.355;495;1;1;1;52.09;0
4205;01/08/2021;1;1;0;1;0;6.9;1;0;0;0;0;0;4;0;0;0.801;0.782;292;1;1;1;97.05;0
4237;01/01/2022;1;0;0;1;0;3.45;4;2;0;0;0;0;4;0;0;1.188;null;431;null;1;1;7.9;0
4255;01/12/2021;1;0;0;1;0;6.9;2;1;0;0;1;0;1;0;0;1.113;null;406;null;1;1;0;0
4477;01/01/2021;1;0;1;0;0;6.9;0;0;0;0;0;0;1;0;0;0.097;null;29;null;1;0;68.8;0
4580;01/06/2021;1;0;0;0;1;20.7;2;2;0;0;0;0;5;0;0;0.452;null;161;null;1;1;0;0
4753;01/11/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;2;0;0;0.761;null;276;null;0;0;48.28;0
4768;01/04/2022;1;1;0;1;0;3.45;3;2;1;0;2;0;4;0;0;1.18;1.161;430;2;0;0;84.52;0
4826;01/06/2021;1;0;0;0;1;6.9;1;1;1;1;2;0;9;2;0;0.288;null;50;null;1;1;63.71;1
4910;01/05/2021;1;0;0;1;0;6.9;2;0;0;0;0;0;4;0;0;0.142;null;38;null;1;0;141.99;0
4912;01/02/2022;1;0;0;1;0;6.9;4;2;0;0;4;0;6;0;0;0.903;null;99;null;1;1;42.19;0
4995;01/09/2021;1;1;0;1;0;3.45;2;0;0;0;0;0;14;0;0;0.435;0.403;161;1;1;1;35.61;0
5143;01/07/2021;1;1;0;0;1;3.45;1;0;0;0;0;0;3;0;0;0.156;0.118;58;1;0;1;0;0
5174;01/09/2021;1;0;0;1;0;4.6;2;0;0;0;1;0;5;0;0;0.301;null;110;null;0;0;-1.25;0
5206;01/10/2021;1;1;0;1;0;17.25;1;0;2;0;0;0;3;0;0;0.363;0.315;134;1;0;1;0;0
