client;date;flg_eletricidade_ativo;flg_gas_ativo;flg_easy_ativo;flg_smart_ativo;flg_full_ativo;potencia_contratada;qtd_os_packs;qtd_os_packs_abertas;qtd_os_excl_packs;qtd_os_excl_packs_abertas;qtd_pi;qtd_pi_aberto;qtd_po;qtd_po_aberto;qtd_rec_aberto;eletricidade_yrsrecensy;gas_yrsrecensy;contract_days;escalao_consumo;flg_deb_direto;flg_fatura_eletronica;divida_total;churn_label
3000;01/02/2021;1;1;0;0;1;3.45;2;0;1;0;0;0;3;0;0;0.989;0.952;361;2;0;1;0;1
3157;01/06/2021;1;0;0;1;0;6.9;2;2;0;0;1;0;3;0;0;1.242;null;448;null;0;0;130.6;0
3197;01/12/2020;1;1;0;1;0;6.9;1;0;0;0;0;0;22;0;0;0.723;0.718;265;1;0;1;177.49;1
3296;01/12/2020;1;0;0;1;0;6.9;0;0;0;0;2;0;4;0;0;0.613;null;224;null;1;1;117.74;0
3307;01/12/2020;1;1;0;0;1;10.35;1;0;2;1;1;0;10;0;0;0.589;0.422;207;1;1;1;718.2;0
3353;01/10/2020;1;0;0;0;1;6.9;0;0;0;0;0;0;2;0;0;0.366;null;133;null;0;1;55.83;0
3410;01/05/2021;0;0;0;0;1;null;0;0;0;0;2;0;6;0;0;0.887;null;322;null;1;1;25.9;1
3461;01/11/2021;1;0;0;0;1;4.6;2;2;0;0;0;0;2;0;0;1.398;null;398;null;1;0;12.9;0
3470;01/12/2020;0;0;1;0;0;null;0;0;0;0;0;0;2;0;0;0.478;null;175;null;1;1;0;0
3484;01/12/2020;1;0;0;1;0;6.9;0;0;0;0;1;0;2;0;0;0.47;null;175;null;0;0;24.9;0
3633;01/04/2022;1;0;0;0;1;6.9;4;1;0;0;1;0;5;0;0;1.731;null;632;null;1;1;0;0
3700;01/02/2022;1;0;1;0;0;6.9;0;0;0;0;0;0;4;0;0;1.492;null;545;null;1;1;8.99;0
3729;01/03/2021;0;1;0;1;0;null;0;0;1;0;0;0;6;0;0;null;0.586;213;1;1;1;0;0
3734;01/09/2020;1;1;0;1;0;3.45;1;0;0;0;0;0;2;0;0;0.094;0.07;35;1;1;1;0;0
3772;01/03/2022;1;0;0;0;1;10.35;6;4;0;0;0;0;3;0;0;1.575;null;404;null;0;1;105.8;0
3825;01/08/2021;1;0;0;0;1;3.45;0;0;0;0;0;0;2;0;0;0.976;null;356;null;1;0;14.63;0
3907;01/03/2022;1;0;0;0;1;3.45;3;0;1;0;3;0;22;0;0;1.513;null;550;null;0;1;79.85;1
3911;01/08/2021;1;0;0;0;1;3.45;0;0;0;0;1;0;4;0;0;0.914;null;332;null;0;0;0;0
3914;01/03/2022;1;1;0;0;1;5.75;7;1;0;0;4;0;11;0;0;1.513;1.511;551;3;1;1;131.27;0
3946;01/10/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;1;0;0;0.083;null;30;null;1;0;0;0
3995;01/08/2021;1;0;0;1;0;6.9;0;0;0;0;1;0;8;0;0;0.871;null;317;null;1;1;118.36;0
4047;01/08/2021;1;1;0;1;0;6.9;1;0;0;0;0;0;2;0;0;0.89;0.858;324;1;0;0;35.91;0
4055;01/01/2022;1;0;1;0;0;6.9;0;0;0;0;0;0;7;0;0;1.296;null;472;null;1;0;384.74;0
4104;01/12/2021;1;1;0;0;1;5.75;4;2;0;0;0;0;12;0;0;1.113;1.175;428;1;0;1;155.98;0
4163;01/04/2022;1;0;0;0;1;6.9;4;2;0;0;1;0;8;0;0;1.495;null;541;null;0;1;0;0
4195;01/01/2021;1;0;0;0;1;3.45;0;0;0;0;2;0;4;0;0;0.048;null;9;null;1;1;0;0
4337;01/11/2021;1;1;0;0;1;5.75;3;2;0;0;8;0;11;0;0;0.957;0.992;318;1;0;0;518.63;0
4357;01/02/2022;1;1;0;1;0;4.6;11;4;2;0;8;0;16;0;0;1.22;1.183;442;1;0;0;302.34;0
4400;01/06/2021;0;0;0;1;0;null;0;0;0;0;3;0;4;0;0;0.519;null;188;null;0;1;15.8;0
4418;01/08/2021;0;0;0;0;1;null;0;0;0;0;2;0;4;0;0;0.707;null;256;null;1;0;0;1
4457;01/07/2021;1;1;0;1;0;4.6;1;0;1;0;0;0;6;0;0;0.599;0.414;219;1;0;0;70.76;0
4492;01/12/2021;1;0;0;1;0;4.6;6;3;0;0;2;0;17;0;0;0.995;null;338;null;1;1;79.8;0
4498;01/05/2021;1;1;0;1;0;4.6;3;2;0;0;0;0;13;0;0;0.411;0.406;148;1;1;1;0;0
4501;01/03/2022;0;0;0;1;0;null;3;2;2;0;4;0;11;0;0;1.234;1.212;454;null;1;1;0;0
4709;01/03/2021;1;1;0;1;0;3.45;3;1;1;0;0;0;6;0;0;0.132;0.054;46;1;1;0;-1.18;0
4735;01/01/2022;1;1;0;1;0;3.45;1;0;0;0;0;0;8;0;0;0.962;0.962;346;2;1;1;0;0
4834;01/07/2021;1;1;0;0;1;4.6;3;2;0;0;0;0;9;0;0;0.374;0.371;14;1;0;1;106.03;0
4916;01/01/2022;1;1;0;1;0;6.9;1;0;0;0;1;0;4;0;0;0.812;0.788;299;2;1;1;0;0
5054;01/01/2022;1;0;0;1;0;3.45;4;2;0;0;0;0;4;0;0;0.726;null;200;null;1;1;7.9;0
5144;01/08/2021;1;0;0;0;1;3.45;2;0;0;0;0;0;2;0;0;0.239;null;87;null;0;0;0;0
5219;01/01/2022;1;0;0;1;0;3.45;1;0;0;0;2;0;7;0;0;0.583;null;221;null;1;1;0;0
5347;01/01/2022;1;0;0;0;1;3.45;2;0;0;0;0;0;3;0;0;0.495;null;179;null;0;1;0;0
5643;01/03/2022;1;0;0;1;0;3.45;4;2;0;0;0;0;2;0;0;0.331;null;119;null;0;0;0;0
5684;01/04/2022;1;0;0;0;1;6.9;4;0;0;0;0;0;2;0;0;0.355;null;127;null;0;0;262.45;0
5762;01/02/2022;1;1;0;1;0;4.6;1;0;0;0;0;0;3;0;0;0.056;0.051;26;2;1;1;0;0
5794;01/04/2022;1;1;0;1;0;4.6;1;0;0;0;0;0;8;0;0;0.18;0.167;66;1;0;1;63.06;0
5828;01/04/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;2;0;0;0.105;null;35;null;1;1;4.9;0
17;01/03/2022;1;0;0;0;1;6.9;2;0;0;0;0;0;5;0;0;14.734;null;231;null;1;0;52.56;0
37;01/04/2021;1;0;0;1;0;6.9;0;0;0;0;0;0;4;0;0;12.944;null;247;null;0;1;0;0
51;01/04/2021;1;0;0;1;0;6.9;0;0;0;0;4;0;11;1;0;11.863;null;9;null;1;1;58.24;1
117;01/12/2020;1;1;0;1;0;3.45;2;0;0;0;1;0;6;0;0;8.43;8.43;40;1;1;1;52.59;0
140;01/03/2021;1;1;0;1;0;5.75;1;0;0;0;2;0;24;0;0;8.484;8.484;179;1;1;1;0;0
146;01/12/2021;1;0;0;1;0;6.9;4;2;0;0;3;0;9;0;0;9.183;null;155;null;1;1;7.9;0
226;01/12/2021;1;1;0;1;0;3.45;2;0;0;0;0;0;7;0;0;8.93;8.892;671;1;1;1;0;0
260;01/10/2020;1;0;0;1;0;17.25;0;0;0;0;7;0;16;0;0;7.715;null;227;null;1;1;105.38;0
321;01/10/2020;1;0;0;0;1;3.45;0;0;0;0;0;0;2;0;0;7.61;null;258;null;1;0;0;0
389;01/02/2021;0;1;1;0;0;null;0;0;0;0;1;0;4;0;0;7.694;7.694;153;null;1;0;4.9;1
526;01/06/2021;1;0;0;1;0;6.9;2;0;0;0;3;0;6;0;0;7.468;null;437;null;0;0;76.4;0
638;01/04/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;2;0;0;7.099;null;472;null;1;1;193.17;1
662;01/01/2021;1;1;0;0;1;6.9;2;2;0;0;0;0;3;0;0;6.796;6.796;57;1;1;1;0;0
686;01/04/2022;1;0;0;1;0;3.45;3;3;0;0;0;0;4;0;0;7.981;null;29;null;0;0;60.38;0
869;01/08/2021;1;0;0;1;0;6.9;2;0;0;0;0;0;10;0;0;6.79;null;151;null;1;1;45.99;0
876;01/12/2020;1;1;0;1;0;3.45;0;0;0;0;0;0;4;0;0;6.113;6.113;238;1;1;1;15.8;0
888;01/08/2021;1;0;0;1;0;3.45;2;2;0;0;2;0;4;0;0;6.742;null;615;null;0;0;30.24;0
917;01/04/2021;1;0;0;1;0;3.45;0;0;0;0;5;0;7;0;0;6.349;null;198;null;0;0;266.19;1
986;01/02/2021;1;0;0;1;0;3.45;0;0;0;0;0;0;4;0;0;6.083;null;332;null;0;0;54.02;0
1052;01/11/2020;1;0;0;1;0;3.45;0;0;0;0;3;0;10;0;0;5.72;null;247;null;0;0;0;0
1056;01/07/2021;1;1;0;1;0;3.45;2;2;0;0;0;0;5;0;0;6.382;6.392;14;1;1;0;0;0
1124;01/02/2021;1;1;0;0;1;3.45;2;0;0;0;12;0;37;1;1;5.79;5.79;18;1;0;0;52.26;1
1255;01/01/2021;1;0;0;0;1;3.45;0;0;0;0;1;0;4;1;0;5.269;null;44;null;1;0;0;1
1430;01/02/2022;1;0;0;1;0;4.6;2;2;0;0;0;0;1;0;0;5.772;null;41;null;0;0;96.81;0
1469;01/01/2022;1;0;0;1;0;4.6;4;2;0;0;1;0;14;0;0;5.548;null;401;null;0;1;50.96;0
1501;01/08/2021;1;0;0;1;0;3.45;3;0;0;0;1;0;5;0;0;4.992;null;601;null;1;0;7.9;0
1579;01/12/2021;1;0;0;1;0;20.7;6;4;7;2;2;0;4;0;0;5.078;null;748;null;1;1;0;0
1634;01/02/2022;1;1;0;1;0;3.45;2;0;2;0;1;0;4;0;0;1.538;1.505;563;1;0;0;38.37;0
1698;01/05/2021;1;0;0;0;1;5.75;0;0;7;0;15;0;25;0;0;3.981;null;257;null;0;0;347.09;0
1729;01/03/2022;1;0;0;1;0;20.7;2;0;2;0;0;0;4;0;0;4.691;null;365;null;1;1;314.77;0
1730;01/01/2022;1;0;0;0;1;6.9;4;2;0;0;2;0;6;0;0;4.497;null;675;null;1;0;14.3;0
1758;01/12/2020;1;0;0;0;1;6.9;0;0;0;0;5;0;15;0;0;3.331;null;273;null;0;1;0;0
1788;01/02/2021;1;1;0;1;0;6.9;2;2;6;1;1;0;8;0;0;3.341;3.312;41;2;1;1;204.2;0
1835;01/04/2022;1;0;0;0;1;10.35;7;3;0;0;2;0;4;0;0;4.285;null;392;null;0;0;272.09;0
1980;01/10/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;8;0;0;3.18;null;436;null;0;0;50.26;0
1993;01/08/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;3;0;0;2.962;null;312;null;1;0;0;1
2149;01/11/2021;1;1;0;0;1;5.75;4;0;4;0;2;0;11;0;0;2.696;2.618;669;2;1;1;12.9;0
2294;01/12/2020;1;1;0;0;1;6.9;0;0;1;0;1;0;11;0;0;1.414;1.352;418;1;1;1;0;0
2342;01/01/2022;1;0;0;0;1;3.45;4;2;0;0;0;0;9;0;0;2.411;null;248;null;0;0;60.61;0
2407;01/09/2021;1;1;0;1;0;5.75;2;0;1;0;2;0;35;0;0;1.973;1.968;721;2;1;1;0;0
2437;01/10/2021;0;0;0;1;0;null;4;2;0;0;4;0;12;2;0;1.992;null;603;null;0;0;335.49;0
2460;01/06/2021;1;1;0;0;1;6.9;2;0;5;1;4;0;9;0;0;1.659;1.645;34;2;1;1;130.45;0
2464;01/06/2021;1;0;0;0;1;6.9;3;2;0;0;5;0;18;0;0;1.648;null;489;null;1;1;71.54;0
2476;01/12/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;2;0;0;1.142;null;406;null;1;1;0;0
2485;01/12/2020;1;0;0;0;1;4.6;0;0;0;0;0;0;14;0;0;1.14;null;417;null;0;1;0;0
2539;01/12/2020;1;0;0;0;1;3.45;0;0;0;0;1;0;9;0;0;1.086;null;396;null;1;1;0;0
2643;01/10/2020;1;0;0;1;0;3.45;0;0;2;1;0;0;4;0;0;0.866;null;320;null;1;1;18.12;1
2653;01/03/2022;1;1;0;1;0;3.45;7;2;1;0;0;0;3;0;0;2.282;2.255;832;1;1;0;0;0
2757;01/12/2020;1;0;0;0;1;3.45;0;0;0;0;1;0;2;0;0;0.978;null;358;null;1;0;0;0
2787;01/11/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;3;0;0;1.849;null;626;null;1;1;0;0
2837;01/09/2021;1;0;1;0;0;6.9;0;0;0;0;1;0;14;0;0;1.669;null;610;null;0;0;167.46;1
2838;01/03/2022;1;0;0;0;1;4.6;5;0;0;0;3;0;9;0;0;2.142;null;780;null;0;0;89.99;0
2945;01/11/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;1;0;0;0.763;null;281;null;1;1;7.9;1
2988;01/02/2021;1;1;0;1;0;4.6;1;0;0;0;3;0;10;0;0;0.989;0.911;361;1;1;1;0;1
2996;01/12/2020;1;1;0;0;1;3.45;0;0;1;0;1;0;18;0;0;0.825;0.817;301;1;0;1;0;0
3090;01/12/2020;1;1;0;0;1;3.45;1;0;2;0;3;0;10;0;0;0.766;0.699;279;1;0;0;0;0
3173;01/05/2021;1;1;0;1;0;4.6;2;0;1;0;0;0;3;0;0;1.142;1.118;414;1;1;1;45.45;1
3185;01/09/2021;1;0;0;0;1;4.6;2;0;0;0;2;0;5;0;0;1.449;null;471;null;1;1;73.41;0
3412;01/12/2021;1;0;0;1;0;6.9;2;2;0;0;1;0;3;0;0;1.508;null;550;null;0;0;52.81;0
3426;01/04/2022;0;0;0;0;1;null;3;0;0;0;0;0;3;0;0;1.831;null;668;null;1;1;25.8;1
3478;01/02/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;2;0;0;0.618;null;226;null;1;1;0;0
3538;01/09/2021;1;0;0;1;0;6.9;2;2;0;0;0;0;10;0;0;1.199;null;438;null;1;1;0;0
3568;01/06/2021;1;1;0;1;0;6.9;1;0;0;0;1;0;5;0;0;0.933;0.935;341;1;1;1;24.58;0
3587;01/04/2022;1;1;0;1;0;10.35;3;0;1;0;2;0;14;0;0;1.755;0.944;639;3;1;1;0;0
3614;01/01/2021;1;1;0;1;0;5.75;1;0;0;0;0;0;2;0;0;0.495;0.478;182;2;1;1;0;0
3652;01/01/2021;1;0;1;0;0;6.9;0;0;0;0;0;0;2;0;0;0.476;null;174;null;1;1;0;0
3656;01/10/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;1;0;0;1.215;null;442;null;1;0;0;0
3724;01/02/2021;1;0;0;0;1;3.45;0;0;0;0;0;0;4;0;0;0.522;null;191;null;1;0;21.89;0
3753;01/09/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;2;0;0;1.089;null;398;null;1;0;29.69;0
3852;01/06/2021;1;1;0;0;1;5.75;0;0;0;0;0;0;5;0;0;0.798;0.785;263;2;1;1;23.39;0
3918;01/12/2020;1;0;0;0;1;3.45;0;0;0;0;0;0;6;2;0;0.266;null;97;null;1;1;12.9;1
3927;01/01/2021;1;0;0;0;1;4.6;1;1;0;0;2;0;3;0;0;0.315;null;114;null;0;0;64.5;0
4079;01/08/2021;1;1;0;1;0;13.8;0;0;1;0;4;0;11;0;0;0.763;0.849;309;4;1;1;7.9;0
4125;01/12/2020;1;0;0;1;0;6.9;0;0;0;0;0;0;3;1;0;0.175;null;63;null;0;1;0;0
4157;01/08/2021;1;1;0;0;1;4.6;0;0;0;0;4;0;14;0;0;0.785;0.763;284;1;1;1;0;1
4318;01/10/2021;1;1;0;0;1;6.9;3;0;3;0;6;0;12;0;0;0.925;0.903;338;1;1;1;354.5;0
4356;01/12/2021;1;0;0;0;1;3.45;4;1;0;0;1;0;2;0;0;1.054;null;377;null;0;1;60.19;1
4358;01/12/2021;1;1;0;1;0;17.25;3;0;0;0;0;0;6;0;0;1.059;1.059;393;3;1;1;0;0
4440;01/02/2022;0;0;0;0;0;null;0;0;1;0;1;0;11;0;0;1.199;1.161;439;null;1;1;27.8;1
4447;01/11/2021;0;1;1;0;0;null;0;0;0;0;1;0;2;0;0;0.938;0.941;343;null;0;1;54.41;0
4485;01/01/2022;1;0;0;1;0;3.45;4;4;0;0;0;0;3;0;0;1.054;null;384;null;1;0;0;0
4506;01/04/2021;1;0;0;1;0;6.9;2;2;0;0;0;0;2;0;0;0.328;null;119;null;1;1;286.32;0
4589;01/04/2022;1;0;0;0;1;10.35;6;3;0;0;0;0;4;0;0;1.272;null;463;null;1;1;960.66;0
4593;01/07/2021;0;0;0;1;0;null;2;2;0;0;0;0;0;0;0;0.527;null;190;null;1;1;0;0
4645;01/02/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;2;0;0;0.073;null;27;null;0;1;0;0
4708;01/01/2022;1;1;0;0;1;3.45;1;0;2;0;3;0;7;0;0;0.962;0.965;353;1;1;1;0;0
4899;01/02/2022;1;1;0;1;0;3.45;1;0;1;0;0;0;8;0;0;0.906;0.858;335;1;0;1;170.45;1
5009;01/08/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;3;0;0;0.347;null;126;null;0;1;25.43;1
5035;01/10/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;2;0;0;0.487;null;178;null;0;0;0;0
5060;01/12/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;5;0;0;0.634;null;231;null;0;0;0;0
5176;01/09/2021;1;1;0;1;0;6.9;2;0;1;0;1;0;13;0;0;0.301;0.288;112;2;1;1;0;0
5243;01/07/2021;1;0;0;1;0;3.45;1;1;0;0;0;0;4;1;0;0.075;null;30;null;0;1;0;0
5363;01/10/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;2;0;0;0.234;null;85;null;1;1;0;0
5460;01/02/2022;1;0;0;0;1;3.45;3;1;0;0;0;0;5;0;0;0.452;null;11;null;1;1;48.28;1
5548;01/11/2021;1;1;0;1;0;6.9;1;0;0;0;0;0;6;0;0;0.11;0.105;42;1;0;0;65.31;1
5596;01/11/2021;1;1;0;1;0;3.45;2;1;0;0;0;0;4;0;0;0.067;0.051;28;1;1;1;0;0
80;01/12/2021;1;0;0;1;0;3.45;3;0;6;0;0;0;8;0;0;9.871;null;225;null;1;1;3.51;0
106;01/11/2021;1;1;0;0;1;4.6;3;0;2;0;0;0;7;0;0;9.468;2.331;495;2;1;1;8.88;0
248;01/07/2021;0;0;0;1;0;null;2;2;0;0;0;0;7;0;0;8.481;null;514;null;1;1;7.9;0
349;01/04/2022;1;1;0;1;0;10.35;6;3;3;0;0;0;3;0;0;9.032;8.989;442;1;1;1;0;0
565;01/11/2021;1;1;0;1;0;6.9;1;0;1;0;3;0;8;0;0;7.828;7.739;159;2;1;1;0;0
616;01/03/2022;1;1;0;1;0;6.9;6;0;0;0;2;0;7;0;0;8.056;8.056;427;1;1;0;0;0
659;01/04/2022;1;1;0;0;1;6.9;7;1;9;1;2;0;20;0;0;8.046;8.046;150;2;1;1;0;1
664;01/02/2022;1;0;0;1;0;3.45;2;2;0;0;0;0;2;0;0;7.868;null;20;null;0;0;24.07;0
747;01/02/2022;1;0;0;0;1;5.75;2;0;0;0;5;0;14;0;0;7.594;null;356;null;0;1;97.32;0
758;01/10/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;19;0;0;6.226;null;147;null;1;1;7.9;0
760;01/03/2022;1;0;0;1;0;3.45;4;1;0;0;1;0;4;0;0;7.621;null;623;null;0;0;45.74;0
835;01/05/2021;1;0;0;0;1;4.6;1;0;5;0;4;0;46;0;0;6.605;null;50;null;0;0;251.86;0
871;01/09/2021;1;0;0;1;0;3.45;2;2;0;0;1;0;3;0;0;6.871;null;642;null;0;1;0;0
912;01/01/2021;1;0;0;1;0;6.9;0;0;0;0;1;0;2;0;0;6.116;null;274;null;1;1;7.9;0
1026;01/05/2021;1;1;0;1;0;3.45;1;0;4;0;5;0;101;0;0;6.277;6.277;341;1;1;1;55.46;0
1158;01/05/2021;1;0;0;0;1;6.9;0;0;0;0;1;0;15;0;0;5.858;null;8;null;1;1;168.16;1
1270;01/03/2022;1;0;0;1;0;3.45;3;2;0;0;1;0;4;0;0;6.395;null;113;null;1;0;7.9;0
1421;01/03/2021;1;1;0;1;0;4.6;1;0;0;0;2;0;16;2;0;4.895;4.868;167;3;1;1;0;0
1437;01/12/2021;1;0;0;1;0;10.35;4;2;0;0;5;0;57;0;0;5.597;null;307;null;1;1;169.23;0
1448;01/06/2021;0;0;0;1;0;null;2;0;0;0;3;0;5;0;0;5.07;null;449;null;1;1;7.9;0
1529;01/10/2020;1;1;0;1;0;4.6;0;0;0;0;3;0;9;0;0;4.032;4.067;337;1;1;1;7.9;0
1542;01/11/2020;1;1;1;0;0;3.45;0;0;0;0;0;0;87;0;0;4.099;4.099;286;1;1;1;0;1
1688;01/02/2021;1;0;0;1;0;3.45;2;2;0;0;1;0;9;0;0;3.798;null;392;null;1;1;0;0
1700;01/11/2021;1;0;0;1;0;10.35;4;2;1;0;0;0;5;0;0;4.47;null;643;null;1;0;0;0
1719;01/04/2021;1;0;0;1;0;6.9;0;0;0;0;3;0;6;0;0;3.831;null;560;null;1;1;0;0
1749;01/10/2020;1;0;0;1;0;6.9;0;0;4;1;3;0;4;0;0;3.202;null;120;null;1;1;0;0
1766;01/10/2021;1;0;0;0;1;4.6;2;2;15;0;8;0;20;0;0;4.086;null;325;null;1;1;202.56;0
1934;01/05/2021;1;0;0;0;1;3.45;0;0;0;0;0;0;11;0;0;2.922;null;106;null;0;0;257.73;1
1978;01/02/2021;1;1;0;1;0;3.45;1;0;7;0;1;0;12;0;0;2.522;2.468;200;1;1;1;49.4;0
2016;01/01/2022;1;0;0;1;0;4.6;4;2;2;0;3;0;10;0;0;3.285;null;876;null;0;0;205.37;0
2045;01/12/2021;1;0;0;1;0;6.9;4;2;0;0;0;0;7;0;0;3.11;null;44;null;1;1;80.47;0
2079;01/04/2022;0;0;0;0;1;null;4;2;0;0;3;0;10;0;0;3.323;1.852;679;null;0;0;13.88;0
2127;01/12/2021;1;1;0;1;0;3.45;3;0;2;0;5;0;17;0;0;2.831;2.817;548;1;0;0;62.85;0
2135;01/10/2021;1;0;0;1;0;4.6;4;2;0;0;2;0;8;0;0;2.624;null;491;null;0;0;0;0
2258;01/01/2021;0;0;0;1;0;null;1;0;0;0;2;0;4;0;0;1.575;null;414;null;1;1;0;1
2304;01/05/2021;1;1;0;1;0;5.75;1;0;0;0;0;0;8;0;0;1.809;1.804;591;1;0;1;129.91;0
2432;01/06/2021;1;1;0;1;0;6.9;1;0;1;0;0;0;2;0;0;1.68;1.683;614;1;1;1;51.37;0
2488;01/08/2021;1;0;0;1;0;6.9;2;0;0;0;2;0;9;2;0;1.782;null;394;null;1;1;0;0
2589;01/12/2021;1;1;0;1;0;3.45;9;4;2;0;5;0;18;0;0;2.073;1.968;757;1;1;1;0;0
2608;01/01/2022;1;0;0;1;0;6.9;4;3;0;0;5;0;13;0;0;2.126;null;774;null;0;1;0;0
2785;01/10/2021;1;1;0;1;0;3.45;3;2;1;0;0;0;6;0;0;1.788;1.734;633;1;1;1;0;0
2793;01/01/2022;1;1;0;1;0;17.25;6;4;0;0;3;0;10;0;0;2.038;2.022;745;3;0;1;263.39;0
2807;01/11/2020;1;1;0;1;0;4.6;0;0;0;0;0;0;1;0;0;0.863;0.86;315;1;1;1;7.9;0
2856;01/04/2021;0;0;1;0;0;null;0;0;0;0;0;0;3;0;0;1.231;null;449;null;0;1;283.39;0
2960;01/08/2021;1;0;0;1;0;3.45;3;2;2;0;4;0;5;0;0;1.505;null;549;null;1;1;7.9;0
2961;01/09/2021;1;1;0;1;0;3.45;3;2;0;0;0;0;9;0;0;1.589;1.556;580;1;1;1;32;0
2967;01/09/2020;1;1;0;1;0;6.9;0;0;2;0;0;0;6;0;0;0.589;0.038;214;1;0;1;58.84;0
3127;01/08/2021;1;0;0;1;0;6.9;1;0;1;0;1;0;7;1;0;1.392;null;370;null;1;1;0;1
3158;01/08/2021;1;1;0;0;1;3.45;3;0;0;0;2;0;12;0;0;1.387;1.384;79;2;0;1;61.49;0
3209;01/01/2021;0;1;0;1;0;null;1;0;0;0;0;0;2;0;0;0.804;0.772;283;null;0;0;31.6;1
3311;01/04/2022;1;1;0;0;1;3.45;3;0;1;0;8;0;11;0;0;1.895;1.917;343;1;1;1;73.43;0
3370;01/10/2020;1;0;0;1;0;3.45;0;0;0;0;1;0;2;0;0;0.36;null;131;null;1;1;77.51;0
3514;01/02/2021;1;1;0;1;0;3.45;1;0;3;0;0;0;6;0;0;0.624;0.36;229;1;1;1;0;0
3533;01/11/2020;1;1;0;1;0;5.75;2;0;0;0;1;0;7;0;0;0.368;0.03;131;1;0;1;0;0
3585;01/02/2021;1;0;1;0;0;4.6;0;0;0;0;0;0;4;0;0;0.589;null;216;null;1;1;10.8;0
3586;01/11/2021;1;0;0;0;1;6.9;3;2;0;0;3;0;26;0;0;1.339;null;119;null;0;1;46.58;0
3677;01/01/2021;1;0;1;0;0;6.9;0;0;0;0;0;0;1;0;0;0.46;null;168;null;0;0;0;0
3680;01/02/2022;1;0;0;1;0;4.6;2;0;0;0;5;0;15;0;0;1.543;null;263;null;0;0;0;1
3714;01/02/2021;1;1;0;0;1;4.6;2;0;1;0;3;0;19;0;0;0.524;0.435;193;1;0;0;146.16;0
3817;01/08/2021;1;0;0;0;1;4.6;0;0;0;0;1;0;5;0;0;0.941;null;341;null;0;1;2.45;1
3829;01/09/2020;1;0;1;0;0;6.9;0;0;0;0;0;0;1;0;0;0.065;null;24;null;0;0;0;0
3877;01/01/2021;1;1;0;1;0;6.9;0;0;2;0;2;0;6;0;0;0.349;0.266;128;1;0;0;123.34;0
3892;01/07/2021;0;1;0;1;0;null;0;0;1;0;1;0;7;0;0;0.855;0.809;311;null;1;1;0;1
4026;01/11/2020;1;0;1;0;0;3.45;0;0;0;0;1;0;4;0;0;0.14;null;41;null;0;1;0;0
4083;01/02/2022;1;0;1;0;0;10.35;0;0;0;0;0;0;4;0;0;1.339;null;441;null;0;0;0;0
4127;01/02/2021;1;1;0;1;0;3.45;0;0;1;0;2;0;2;0;0;0.339;0.315;123;1;1;1;38.14;0
4159;01/06/2021;1;0;0;1;0;4.6;2;2;0;0;0;0;5;0;0;0.653;null;186;null;1;1;35.26;0
4249;01/05/2021;1;0;0;1;0;10.35;2;2;0;0;0;0;12;0;0;0.532;null;45;null;1;1;0;0
4257;01/09/2021;1;0;0;0;1;4.6;0;0;0;0;1;0;6;0;0;0.863;null;315;null;0;1;-79.02;1
4346;01/03/2022;1;0;0;0;1;3.45;4;2;0;0;1;0;2;0;0;1.309;null;196;null;0;1;0;0
4502;01/06/2021;0;0;0;1;0;null;2;0;0;0;0;0;6;0;0;0.495;null;85;null;0;0;578.74;1
4523;01/06/2021;1;1;0;1;0;4.6;1;1;0;0;0;0;2;0;0;0.489;0.487;179;1;0;0;0;0
4558;01/04/2022;1;1;0;1;0;3.45;4;2;0;0;0;0;15;0;0;1.145;1.285;476;2;1;1;0;0
4561;01/05/2021;1;1;0;1;0;3.45;1;0;1;0;0;0;5;0;0;0.379;0.341;138;1;0;0;33.62;0
4571;01/05/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;1;0;0;0.374;null;122;null;1;1;21.83;0
4657;01/03/2021;1;0;0;1;0;3.45;2;2;0;0;2;0;3;0;0;0.156;null;14;null;0;1;-1.18;0
4672;01/11/2021;1;1;0;1;0;3.45;1;0;3;0;2;0;3;0;0;0.817;0.745;299;1;1;1;7.9;0
4676;01/03/2021;0;0;1;0;0;null;0;0;0;0;0;0;2;0;0;0.145;null;49;null;0;0;22.57;0
4687;01/02/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;2;0;0;1.065;null;388;null;0;0;82.72;0
4694;01/11/2021;1;1;0;1;0;3.45;1;0;0;0;0;0;5;0;0;0.804;0.782;294;1;1;1;0;0
